,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
3318,Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,8.75,9,Maruti,ErtigaZDI
3321,Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5,,1.6,13,Maruti,OmniMPI
3326,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,6.25,10,Maruti,CiazZDi
3338,Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,6.14,9,Maruti,RitzZXi
3340,Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.25,8,Maruti,SwiftDzire
3342,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,,7.0,9,Maruti,SCross
3347,Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,First,18.5 kmpl,1197 CC,83.14 bhp,5,,6.93,8,Maruti,SwiftDzire
3358,Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,6 Lakh,3.5,10,Maruti,CelerioVXI
3359,Maruti Wagon R LXI,Pune,2010,71000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.0,15,Maruti,WagonR
3367,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.4,13,Maruti,AltoK10
3368,Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8 kmpl,1248 CC,75 bhp,5,,2.15,16,Maruti,SwiftLdi
3372,Maruti SX4 Vxi BSIV,Mumbai,2010,47500,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,,2.45,15,Maruti,SX4Vxi
3381,Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.12 Lakh,8.61,8,Maruti,VitaraBrezza
3411,Maruti Alto 800 VXI,Pune,2017,38000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,3.11,8,Maruti,Alto800
3415,Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.63,9,Maruti,SwiftVDI
3419,Maruti Alto 800 LXI,Delhi,2015,61000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.15,10,Maruti,Alto800
3423,Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,4.95,9,Maruti,SwiftZXI
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,12.47 Lakh,10.15,7,Maruti,VitaraBrezza
3439,Maruti Swift VDI BSIV W ABS,Pune,2010,63600,Diesel,Manual,Second,17.8 kmpl,1248 CC,null bhp,5,,3.1,15,Maruti,SwiftVDI
3445,Maruti Wagon R LX BSIII,Jaipur,2005,115000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,0.99,20,Maruti,WagonR
3452,Maruti Swift Dzire VXI,Kolkata,2014,33000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,3.99,11,Maruti,SwiftDzire
3461,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,,8.99,9,Maruti,SX4S
3464,Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,3.5,15,Maruti,RitzVDi
3495,Maruti Wagon R LXI BS IV,Pune,2010,91000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.3,15,Maruti,WagonR
3496,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,8.7,9,Maruti,ErtigaSHVS
3498,Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.25,13,Maruti,SwiftVDI
3504,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.01,12,Maruti,Alto800
3506,Maruti Wagon R VXI BS IV,Kolkata,2012,40000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.35,13,Maruti,WagonR
3524,Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,8.13 Lakh,5.1,10,Maruti,SwiftVDI
3529,Maruti Swift VXI,Ahmedabad,2012,48772,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,3.91,13,Maruti,SwiftVXI
3534,Maruti Swift VXI BSIII,Pune,2010,75000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,2.85,15,Maruti,SwiftVXI
3563,Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,,7.99,10,Maruti,SCross
3565,Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,8.75,10,Maruti,ErtigaZDI
3578,Maruti Baleno Zeta CVT,Kolkata,2016,20000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,9.04 Lakh,5.74,9,Maruti,BalenoZeta
3579,Maruti Swift LXi BSIV,Hyderabad,2010,71000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,,3.3,15,Maruti,SwiftLXi
3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,10.97 Lakh,8.9,8,Maruti,DzireAMT
3591,Maruti Ertiga VDI,Delhi,2014,54569,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,5.99,11,Maruti,ErtigaVDI
3596,Maruti Ertiga ZDI,Delhi,2014,22281,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,6.5,11,Maruti,ErtigaZDI
3605,Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.75,10,Maruti,Alto800
3613,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45194,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,,7.75,9,Maruti,SCross
3614,Maruti SX4 Vxi BSIV,Mumbai,2010,66000,Petrol,Manual,Second,16.51 kmpl,1586 CC,103.2 bhp,5,,2.46,15,Maruti,SX4Vxi
3615,Maruti Swift Dzire VDI,Kolkata,2014,38578,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,3.96,11,Maruti,SwiftDzire
3616,Maruti Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,8.25,10,Maruti,ErtigaZDI
3623,Maruti Alto LXi,Hyderabad,2007,52195,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.75,18,Maruti,AltoLXi
3628,Maruti Swift VDI BSIV W ABS,Coimbatore,2016,70478,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,6.86,9,Maruti,SwiftVDI
3646,Maruti Swift Dzire VDI,Hyderabad,2015,62476,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,7.95,10,Maruti,SwiftDzire
3651,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5,12.53 Lakh,6.99,9,Maruti,S-CrossAlpha
3652,Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,Petrol,Manual,First,15.6 kmpl,1586 CC,104.68 bhp,5,,3.51,17,Maruti,SX4Zxi
3653,Maruti Baleno Zeta Automatic,Kochi,2018,25858,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,7.54,7,Maruti,BalenoZeta
3654,Maruti Ritz LDi,Bangalore,2016,120000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.65,9,Maruti,RitzLDi
3667,Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,8.3,9,Maruti,ErtigaSHVS
3674,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.98 Lakh,4.3,9,Maruti,Eeco7
3675,Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,3.9,13,Maruti,SwiftVDI
3676,Maruti Baleno Zeta Automatic,Pune,2016,27809,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.41,9,Maruti,BalenoZeta
3682,Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5,5.9 Lakh,5.5,6,Maruti,Ignis1.2
3683,Maruti Swift VDI BSIV,Chennai,2016,49000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.9,9,Maruti,SwiftVDI
3698,Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,,3.9,13,Maruti,SX4ZXI
3703,Maruti Wagon R VXI,Mumbai,2006,141537,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,1.05,19,Maruti,WagonR
3711,Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.5,9,Maruti,SwiftDzire
3723,Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.45,10,Maruti,Alto800
3725,Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,3.0,8,Maruti,SwiftDzire
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.06 Lakh,9.25,8,Maruti,VitaraBrezza
3732,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,6.56 Lakh,5.25,8,Maruti,CelerioZXI
3733,Maruti Esteem Vxi,Delhi,2005,69496,Petrol,Manual,First,15.9 kmpl,1298 CC,null bhp,5,,1.1,20,Maruti,EsteemVxi
3742,Maruti Omni 8 Seater BSIV,Hyderabad,2017,24571,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,,2.9,8,Maruti,Omni8
3744,Maruti Alto 800 LXI,Hyderabad,2015,24617,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.36,10,Maruti,Alto800
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,12.56 Lakh,11.39,8,Maruti,VitaraBrezza
3747,Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,10.14 Lakh,8.0,9,Maruti,VitaraBrezza
3750,Maruti Alto LXi,Hyderabad,2009,65090,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,2.15,16,Maruti,AltoLXi
3756,Maruti 800 AC Uniq,Jaipur,2009,22100,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4,,0.8,16,Maruti,800AC
3759,Maruti Alto K10 VXI,Mumbai,2017,12000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.82 Lakh,3.25,8,Maruti,AltoK10
3761,Maruti Celerio VXI AT,Pune,2016,38009,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.25,9,Maruti,CelerioVXI
3765,Maruti Swift Dzire VXI,Pune,2016,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,5.3,9,Maruti,SwiftDzire
3771,Maruti Baleno RS 1.0 Petrol,Chennai,2017,46663,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5,,6.95,8,Maruti,BalenoRS
3774,Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,11.11 Lakh,9.18,7,Maruti,CiazZeta
3777,Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5,5.44 Lakh,4.11,10,Maruti,WagonR
3786,Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,8.26 Lakh,4.5,11,Maruti,SwiftVDI
3788,Maruti Alto LXi BSIII,Kochi,2012,14814,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,,2.47,13,Maruti,AltoLXi
3789,Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,58000,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,,7.9,9,Maruti,SCross
3798,Maruti Baleno RS 1.0 Petrol,Kochi,2018,18678,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5,,8.32,7,Maruti,BalenoRS
3812,Maruti Ertiga VDI,Pune,2012,105000,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,7,,5.9,13,Maruti,ErtigaVDI
3820,Maruti Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.5 Lakh,2.15,14,Maruti,AltoK10
3821,Maruti Alto Std,Jaipur,2005,49000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,0.9,20,Maruti,AltoStd
3822,Maruti Wagon R VXI BS IV,Kolkata,2016,12501,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,3.5,9,Maruti,WagonR
3824,Maruti Swift Dzire Vdi BSIV,Pune,2010,105000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,3.15,15,Maruti,SwiftDzire
3828,Maruti Wagon R LXI,Kochi,2015,50230,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3.87,10,Maruti,WagonR
3837,Maruti Wagon R LXI BS IV,Kolkata,2017,8000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,3.0,8,Maruti,WagonR
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,12.56 Lakh,11.0,7,Maruti,VitaraBrezza
3840,Maruti Dzire New,Pune,2016,30500,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5,,7.65,9,Maruti,DzireNew
3842,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,13.33 Lakh,9.9,9,Maruti,ErtigaZDI
3846,Maruti Alto LX,Hyderabad,2010,94753,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.95,15,Maruti,AltoLX
3848,Maruti Wagon R LXI,Delhi,2012,68347,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.6,13,Maruti,WagonR
3850,Maruti Ritz VDi,Hyderabad,2010,75014,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,3.85,15,Maruti,RitzVDi
3855,Maruti Swift Dzire VDi,Jaipur,2014,65000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,5.31,11,Maruti,SwiftDzire
3858,Maruti Ciaz ZXi Plus,Kochi,2016,43152,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,7.35,9,Maruti,CiazZXi
3871,Maruti Swift Dzire Tour LDI,Chennai,2016,75000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.25,9,Maruti,SwiftDzire
3872,Maruti Alto LXi,Kolkata,2008,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.1,17,Maruti,AltoLXi
3873,Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.3,10,Maruti,CelerioZXI
3877,Maruti Swift Ldi BSIII,Hyderabad,2008,76206,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,,4.25,17,Maruti,SwiftLdi
3883,Maruti Ertiga ZXI,Pune,2013,82543,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,5.5,12,Maruti,ErtigaZXI
3889,Maruti Dzire VDI,Jaipur,2013,77084,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,8.75 Lakh,4.95,12,Maruti,DzireVDI
3896,Maruti Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,3.85,15,Maruti,SwiftDzire
3900,Maruti Ertiga LXI,Ahmedabad,2012,28002,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,5.75,13,Maruti,ErtigaLXI
3902,Maruti 800 AC,Jaipur,2010,70000,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4,,0.9,15,Maruti,800AC
3904,Maruti Swift Dzire VXI,Kolkata,2014,45000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,3.99,11,Maruti,SwiftDzire
3910,Maruti Baleno Alpha Diesel,Mumbai,2018,2000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,10.28 Lakh,8.7,7,Maruti,BalenoAlpha
3913,Maruti Ritz VDi,Kolkata,2011,35888,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,1.89,14,Maruti,RitzVDi
3914,Maruti Swift Dzire Tour LDI,Kolkata,2015,168205,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.0,10,Maruti,SwiftDzire
3916,Maruti Ertiga SHVS VDI,Hyderabad,2015,93700,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,7.85,10,Maruti,ErtigaSHVS
3926,Maruti Ignis 1.3 Zeta,Mumbai,2017,19000,Diesel,Manual,First,26.8 kmpl,1248 CC,74 bhp,5,,5.91,8,Maruti,Ignis1.3
3927,Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,11.56 Lakh,8.25,8,Maruti,CiazAlpha
3928,Maruti Swift Dzire VXi,Mumbai,2012,15500,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,3.75,13,Maruti,SwiftDzire
3930,Maruti Swift VDI BSIV W ABS,Bangalore,2015,62588,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,5.95,10,Maruti,SwiftVDI
3938,Maruti Wagon R VXI,Mumbai,2010,19119,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.7,15,Maruti,WagonR
3942,Maruti 800 Std BSIII,Jaipur,2002,53500,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4,,0.63,23,Maruti,800Std
3944,Maruti Alto K10 LXI Optional,Pune,2016,7000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.36 Lakh,3.0,9,Maruti,AltoK10
3946,Maruti Swift Dzire VDI Optional,Hyderabad,2016,30000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,6.0,9,Maruti,SwiftDzire
3947,Maruti Ciaz VDi Plus SHVS,Mumbai,2016,38151,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,7.65,9,Maruti,CiazVDi
3951,Maruti SX4 S Cross DDiS 320 Zeta,Mumbai,2016,38000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,,7.85,9,Maruti,SX4S
3954,Maruti Zen LXi - BS III,Pune,2006,67196,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,,1.25,19,Maruti,ZenLXi
3956,Maruti Ciaz ZDi Plus,Jaipur,2015,65218,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,7.4,10,Maruti,CiazZDi
3959,Maruti Celerio ZXI AT Optional,Pune,2016,64000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.2,9,Maruti,CelerioZXI
3969,Maruti Ciaz AT ZXi,Kochi,2015,50979,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5,,6.9,10,Maruti,CiazAT
3974,Maruti Swift VXI BSIV,Pune,2014,42000,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5,,3.6,11,Maruti,SwiftVXI
3977,Maruti Swift Lxi BSIII,Pune,2011,70000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,1.3,14,Maruti,SwiftLxi
3980,Maruti Wagon R LXI BS IV,Mumbai,2010,70000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.1,15,Maruti,WagonR
3990,Maruti Swift Dzire VDI,Jaipur,2014,61000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.35,11,Maruti,SwiftDzire
4009,Maruti Grand Vitara 2.4 MT,Mumbai,2017,25000,Petrol,Manual,First,10.4 kmpl,2393 CC,163.5 bhp,5,,9.0,8,Maruti,GrandVitara
4010,Maruti A-Star Vxi,Hyderabad,2011,53766,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2.7,14,Maruti,A-StarVxi
4012,Maruti Alto LXi,Chennai,2006,68000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.5,19,Maruti,AltoLXi
4014,Maruti Swift RS VDI,Hyderabad,2013,73212,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.2,12,Maruti,SwiftRS
4018,Maruti Ritz VXi,Kolkata,2011,150000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,2.5,14,Maruti,RitzVXi
4020,Maruti Swift VDI BSIV,Kolkata,2013,115195,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,3.85,12,Maruti,SwiftVDI
4025,Maruti Swift Ldi BSIII,Chennai,2010,84072,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,,3.45,15,Maruti,SwiftLdi
4026,Maruti Alto K10 VXI,Jaipur,2016,51264,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.24 Lakh,3.2,9,Maruti,AltoK10
4035,Maruti A-Star Lxi,Delhi,2010,70000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2.0,15,Maruti,A-StarLxi
4036,Maruti Ritz LDi,Kochi,2015,35314,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,4.27,10,Maruti,RitzLDi
4042,Maruti Celerio VXI AT,Chennai,2014,18500,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.95,11,Maruti,CelerioVXI
4060,Maruti Celerio VXI AT,Coimbatore,2015,59751,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.88,10,Maruti,CelerioVXI
4062,Maruti Ciaz ZXi Plus,Mumbai,2015,30000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,6.55,10,Maruti,CiazZXi
4068,Maruti Swift VXI BSIV,Mumbai,2008,69000,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5,,2.15,17,Maruti,SwiftVXI
4077,Maruti Baleno LXI - BSIII,Kochi,2006,70362,Petrol,Manual,Second,15.4 kmpl,1590 CC,null bhp,5,,1.81,19,Maruti,BalenoLXI
4083,Maruti Baleno RS Petrol,Coimbatore,2018,26731,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5,10.89 Lakh,8.61,7,Maruti,BalenoRS
4087,Maruti Celerio VXI AT Optional,Pune,2017,20000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.7,8,Maruti,CelerioVXI
4093,Maruti Ciaz ZDi,Delhi,2015,46166,Diesel,Manual,Second,26.21 kmpl,1248 CC,88.5 bhp,5,,5.5,10,Maruti,CiazZDi
4094,Maruti Wagon R VXI BS IV,Pune,2015,25200,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3.35,10,Maruti,WagonR
4106,Maruti Baleno Delta 1.3,Hyderabad,2017,20000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,,8.5,8,Maruti,BalenoDelta
4109,Maruti Ciaz VXi Plus,Mumbai,2015,51579,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,5.95,10,Maruti,CiazVXi
4115,Maruti SX4 ZXI MT BSIV,Kochi,2011,79940,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,,2.78,14,Maruti,SX4ZXI
4119,Maruti Wagon R VXI,Pune,2014,38958,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.56 Lakh,3.41,11,Maruti,WagonR
4123,Maruti Alto LXi BSIII,Hyderabad,2009,85000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,,1.8,16,Maruti,AltoLXi
4132,Maruti Swift Dzire ZXI,Chennai,2017,28000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,,6.25,8,Maruti,SwiftDzire
4135,Maruti Celerio ZXI,Mumbai,2014,21000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.75,11,Maruti,CelerioZXI
4146,Maruti Wagon R LXI BS IV,Pune,2013,32425,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,3.0,12,Maruti,WagonR
4147,Maruti Dzire VDI,Kochi,2017,54758,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,8.58 Lakh,6.67,8,Maruti,DzireVDI
4154,Maruti Swift Vdi BSIII,Bangalore,2012,62000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,,4.5,13,Maruti,SwiftVdi
4160,Maruti Swift Dzire VDi,Hyderabad,2014,123900,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,5.4,11,Maruti,SwiftDzire
4161,Maruti Wagon R LXI BS IV,Delhi,2015,13008,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,3.5,10,Maruti,WagonR
4165,Maruti Wagon R VXI Plus,Kolkata,2018,10000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,4.5,7,Maruti,WagonR
4167,Maruti Celerio VXI,Kochi,2017,3923,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,5.2,8,Maruti,CelerioVXI
4172,Maruti Swift Dzire LXI,Delhi,2014,56510,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,3.9,11,Maruti,SwiftDzire
